NCES-School-ID,School-Name,School-Type,District,School-Level,Address,Phone,Latitude,Longitude
060263000170,Ball Junior High,Public,Anaheim Union High,Middle,"1500 West Ball Rd., Anaheim, CA 92802",(714)999-3663,33.8175183,-117.9334083
060372000343,Ballard Elementary,Public,Ballard Elementary,Elementary,"2425 School St., Solvang, CA 93463",(805)688-4812,34.6393788,-120.1142594
060375000344,Ballico-Cressey Community Charter,Public,Ballico-Cressey Elementary,"Elementary,Middle","11818 GREGG ST., Ballico, CA 95303",(209)394-9400,37.454857,-120.7008638
060191913983,Ballington Acad for the Arts and Scis - San Bernardino,Public,Ballington Acad for the Arts and Scis - San Bernardino DIST,Elementary,"3530 Camino Del Rio North, San Diego, CA 92108",(619)228-2054,32.77905690000001,-117.1182828
060174412184,Ballington Academy for the Arts and Sciences,Public,Ballington Academy for the Arts and Sciences District,Elementary,"3530 Camino Del Rio North Ste. 300, San Diego, CA 92108",(760)353-0140,32.778945,-117.118187
062025002425,Bancroft Elementary,Public,La Mesa-Spring Valley,"Elementary,Middle","4750 Date Ave., La Mesa, CA 91942",(619)668-5890,32.764884,-117.0224456
062637003935,Bancroft Elementary,Public,Mt. Diablo Unified,Elementary,"2200 Parish Dr., Walnut Creek, CA 94598",(925)933-3405,37.9290129,-122.037569
063468005831,Bancroft Middle,Public,San Leandro Unified,Middle,"1145 Aladdin Ave., San Leandro, CA 94577",(510)618-4380,37.7076985,-122.1584829
062250002697,Bancroft Middle,Public,Long Beach Unified,Middle,"5301 East Centralia St., Long Beach, CA 90808",(562)425-7461,33.8401916,-118.1294205
062547003788,Bandini Elementary,Public,Montebello Unified,Elementary,"2318 Couts Ave., City Of Commerce, CA 90040",(323)887-7898,34.0057221,-118.1682313
062271002837,Bandini Street Elementary,Public,Los Angeles Unified,Elementary,"425 North Bandini St., San Pedro, CA 90731",(310)832-4593,33.746042,-118.2996786
060378000346,Bangor Union Elementary,Public,Bangor Union Elementary,"Elementary,Middle","PO Box 340, Bangor, CA 95914",(530)679-2434,39.417587,-121.3884671
060384000347,Banning High,Public,Banning Unified,High,"100 West Westward, Banning, CA 92220",(951)922-0285,33.91770390000001,-116.8773513
060384008555,Banning Independent Study,Public,Banning Unified,"Elementary,High","1151 West Wilson St., Banning, CA 92220",(951)922-0268,33.933241,-116.8894911
060384012834,Banning PreK,Public,Banning Unified,,"161 West Willams, Banning, CA 92220",(951)922-0210,33.9275115,-116.878335
060003601114,Bannon Creek,Public,Natomas Unified,"Elementary,Middle","2775 Millcreek Dr., Sacramento, CA 95833",(916)567-5600,38.6161529,-121.5032807
060255114514,Banta Charter,Public,Banta Charter District,"Elementary,Middle","22345 EL RANCHO RD., TRACY, CA 95304",(209)229-4650,37.756175,-121.375045
060257100354,Banta Elementary,Public,Banta Unified,"Elementary,Middle","22345 El Rancho Rd., Tracy, CA 95304",(209)229-4650,37.756175,-121.375045
060964001006,Banyan Elementary,Public,Conejo Valley Unified,Elementary,"1120 Knollwood Dr., Newbury Park, CA 91320",(805)498-6641,34.1584978,-118.9526742
060216007259,Banyan Elementary,Public,Alta Loma Elementary,Elementary,"10900 Mirador Dr., Alta Loma, CA 91737",(909)484-5080,34.142588,-117.5676071
060201812404,Barack Obama Charter,Public,Barack Obama Charter District,Elementary,"13305 South San Pedro St., Los Angeles, CA 90061",(323)566-4590,33.9114648,-118.2702034
062271012771,Barack Obama Global Preparation Academy,Public,Los Angeles Unified,"Middle,High","1700 West 46th St., Los Angeles, CA 90062",(323)421-1700,34.0011373,-118.309155
064015000774,Barbara Benson Elementary,Public,Tustin Unified,Elementary,"300 South C St., Tustin, CA 92780",(714)730-7531,33.7431366,-117.8253119
063360013046,Barbara Chilton Middle,Public,Roseville City Elementary,Middle,"4501 Bob Doyle Dr., Roseville, CA 95747",(916)771-1870,38.7771327,-121.3719064
061233005016,Barbara Comstock Morse Elementary,Public,Elk Grove Unified,Elementary,"7000 Cranleigh Ave., Sacramento, CA 95823",(916)688-8586,38.4472053,-121.421865
061962010692,Barbara Spratling Middle,Public,Keyes Union,Middle,"5277 Washington Rd., Hughson, CA 95326",(209)664-3833,37.5597228,-120.9034186
060142106105,Barbara Webster Elementary,Public,Santa Paula Unified,Elementary,"1150 Saticoy St., Santa Paula, CA 93060",(805)933-8930,34.3589878,-119.0579904
060579000520,Barbara Worth Junior High,Public,Brawley Elementary,Middle,"385 D St., Brawley, CA 92227",(760)344-2153,32.9816768,-115.5355956
060195000083,Bardin Elementary,Public,Alisal Union,Elementary,"425 Bardin Rd., Salinas, CA 93905",(831)753-5730,36.6732798,-121.6009399
063132004854,Barfield Elementary,Public,Pomona Unified,Elementary,"2181 North San Antonio Ave., Pomona, CA 91767",(909)397-4575,34.0829613,-117.7371628
063432005414,Barnard Elementary,Public,San Diego Unified,Elementary,"2445 Fogg St., San Diego, CA 92109",(858)800-5700,32.8019784,-117.2242446
063171001207,Barnett Elementary,Public,Ramona City Unified,Elementary,"23925 Couna Way, Ramona, CA 92065",(760)787-3500,33.017425,-116.8105397
060181410631,Barona Indian Charter,Public,Barona Indian Charter District,"Elementary,Middle","1095 Barona Rd., Lakeside, CA 92040",(619)443-0948,32.9440103,-116.8604888
061005001087,Barranca Elementary,Public,Covina-Valley Unified,Elementary,"727 South Barranca Ave., Covina, CA 91723",(626)974-4000,34.0764338,-117.8821591
062958002166,Barrel Springs Elementary,Public,Palmdale Elementary,Elementary,"3636 Ponderosa Way, Palmdale, CA 93550",(661)285-9270,34.5433848,-118.0662431
062583010404,Barrett Elementary,Public,Morgan Hill Unified,Elementary,"895 Barrett Ave., Morgan Hill, CA 95037",(408)201-6340,37.1230067,-121.6311175
061149011703,Barrett Ranch Elementary,Public,Dry Creek Joint Elementary,Elementary,"7720 Ocean Park Dr., Antelope, CA 95843",(916)770-8839,38.7073573,-121.3505656
062961007802,Barron Park Elementary,Public,Palo Alto Unified,Elementary,"800 Barron Ave., Palo Alto, CA 94306",(650)858-0508,37.41245929999999,-122.1371642
064347007030,Barry Elementary,Public,Yuba City Unified,"Elementary,Middle","1255 Barry Rd., Yuba City, CA 95991",(530)822-5220,39.0770173,-121.6332174
060402014398,Barstow Fine Arts Academy,Public,Barstow Unified,Elementary,"500 South Avenue G, Barstow, CA 92311",(760)255-4900,34.8910337,-117.0436102
060402000355,Barstow High,Public,Barstow Unified,High,"551 South Avenue H, Barstow, CA 92311",(760)255-6105,34.8896045,-117.0463217
060402011093,Barstow Intermediate,Public,Barstow Unified,Middle,"551 South Avenue H, Barstow, CA 92311",(760)255-6000,34.8896045,-117.0463217
060402000356,Barstow Junior High,Public,Barstow Unified,Middle,"551 South Avenue H, Barstow, CA 92311",(760)255-6204,34.8896045,-117.0463217
060402013771,Barstow STEM Academy,Public,Barstow Unified,"Elementary,Middle","310 Mountain View, Barstow, CA 92311",(760)255-6150,34.8923603,-117.0305143
060006404869,Bartlett Middle,Public,Porterville Unified,Middle,"600 West Grand Ave., Porterville, CA 93257",(559)782-7100,36.0774261,-119.0312999
060261000148,Barton (Clara) Elementary,Public,Anaheim Elementary,Elementary,"1926 Clearbrook Ln., Anaheim, CA 92804",(714)517-8900,33.8224137,-117.9513751
063417005347,Barton Elementary,Public,San Bernardino City Unified,Elementary,"2214 Pumalo St., San Bernardino, CA 92404",(909)388-6534,34.1389031,-117.2534132
062250002698,Barton Elementary,Public,Long Beach Unified,Elementary,"1100 East Del Amo Blvd., Long Beach, CA 90807",(562)428-0555,33.8459567,-118.1784576
062271002839,Barton Hill Elementary,Public,Los Angeles Unified,Elementary,"423 North Pacific Ave., San Pedro, CA 90731",(310)547-2471,33.7465128,-118.2887516
069100214445,BASES Learning Center,Public,Butte County Office of Education,"Elementary,High","2775 Yard St., Oroville, CA 95966",(530)532-5844,39.5130316,-121.5465143
060411000371,Bassett Senior High,Public,Bassett Unified,High,"904 Willow Ave., La Puente, CA 91746",(626)931-2800,34.0525192,-117.9719246
062271002840,Bassett Street Elementary,Public,Los Angeles Unified,Elementary,"15756 Bassett St., Lake Balboa, CA 91406",(818)782-1340,34.1955034,-118.4767019
063311005121,Bates Elementary,Public,River Delta Joint Unified,Elementary,"PO Box 308, Courtland, CA 95615",(916)775-1771,38.3315337,-121.5701857
060744003361,Bathgate Elementary,Public,Capistrano Unified,Elementary,"27642 Napoli Way, Mission Viejo, CA 92692",(949)348-0451,33.5796156,-117.6494661
060558009323,Battles (Washington) Elementary,Public,Santa Maria-Bonita,Elementary,"605 East Battles Rd., Santa Maria, CA 93454",(805)361-6880,34.9322514,-120.4280255
061692000943,Bautista Creek Elementary,Public,Hemet Unified,Elementary,"441 Lake St., Hemet, CA 92544",(951)927-0822,33.7542883,-116.9153601
060182710720,Bay Area Technology,Public,Bay Area Technology District,"Middle,High","8251 Fontaine St., Oakland, CA 94605",(510)382-9932,37.7655636,-122.1536099
063471005846,Bay Elementary,Public,San Lorenzo Unified,Elementary,"2001 Bockman Rd., San Lorenzo, CA 94580",(510)317-4300,37.6725814,-122.1475611
060177000006,Bay Farm,Public,Alameda Unified,"Elementary,Middle","200 Aughinbaugh Way, Alameda, CA 94502",(510)748-4010,37.7446877,-122.2515191
062100000442,Bay Laurel Elementary,Public,Las Virgenes Unified,Elementary,"24740 Paseo Primario, Calabasas, CA 91302",(818)222-9022,34.1404663,-118.652528
063432005416,Bay Park Elementary,Public,San Diego Unified,Elementary,"2433 Denver St., San Diego, CA 92110",(619)605-1100,32.7875428,-117.2035335
060212012864,Bay View Academy,Public,Bay View Academy District,"Elementary,Middle","222 Casa Verde Ave., Monterey, CA 93940",(831)717-4630,36.6009154,-121.8666011
063559006058,Bay View Elementary,Public,Santa Cruz City Elementary,Elementary,"1231 Bay St., Santa Cruz, CA 95060",(831)429-3991,36.9656764,-122.0399238
060229514247,Baypoint Preparatory Academy - San Diego,Public,Baypoint Preparatory Academy - San Diego District,"Elementary,Middle","PO BOX 2108, San Marcos, CA 92079",(760)203-4383,33.14,-117.17
060420000379,Bayshore,Public,Bayshore Elementary,"Elementary,Middle","155 Oriente St., Daly City, CA 94014",(415)467-5443,37.7051023,-122.4143272
063492014143,Bayside Academy,Public,San Mateo-Foster City,"Elementary,Middle","2025 Kehoe Ave., San Mateo, CA 94403",(650)312-7660,37.5657344,-122.2951519
062580007213,Bayside Community Day,Public,Moreno Valley Unified,"Middle,High","24501 Cactus Ave., Moreno Valley, CA 92553",(951)571-7890,33.9096811,-117.2340431
063738006315,Bayside STEAM Academy,Public,South Bay Union,Elementary,"490 Emory St., Imperial Beach, CA 91932",(619)628-2500,32.5887439,-117.1134226
063255005009,Bayview Elementary,Public,West Contra Costa Unified,Elementary,"3001 16th St., San Pablo, CA 94806",(510)231-1401,37.974436,-122.3465138
063492005899,Baywood Elementary,Public,San Mateo-Foster City,Elementary,"600 Alameda de Las Pulgas, San Mateo, CA 94402",(650)312-7511,37.5518187,-122.3313424
063480005867,Baywood Elementary,Public,San Luis Coastal Unified,Elementary,"1330 Ninth St., Los Osos, CA 93402",(805)534-2856,35.32725850000001,-120.8328981
063033004729,Beach Elementary,Public,Piedmont City Unified,Elementary,"100 Lake Ave., Piedmont, CA 94611",(510)594-2666,37.8226787,-122.2451605
063492014504,Beach Park Elementary,Public,San Mateo-Foster City,Elementary,"1058 SHELL BLVD., FOSTER CITY, CA 94404",(650)312-7490,37.55013539999999,-122.2645353
062271002841,Beachy Avenue Elementary,Public,Los Angeles Unified,Elementary,"9757 Beachy Ave., Arleta, CA 91331",(818)899-0241,34.2476661,-118.4381925
068450013996,Beacon Park,Public,Irvine Unified,"Elementary,Middle","200 Cultivate, Irvine, CA 92618",(949)936-8400,33.6880261,-117.7360299
064308006998,Beamer Elementary,Public,Woodland Joint Unified,Elementary,"525 Beamer St., Woodland, CA 95695",(530)662-1769,38.684877,-121.7731268
062223010314,Bear Creek High,Public,Lodi Unified,High,"10555 Thornton Rd., Stockton, CA 95209",(209)953-8234,38.0507007,-121.3530016
060795008124,Bear Gulch Elementary,Public,Central Elementary,Elementary,"8355 Bear Gulch Pl., Rancho Cucamonga, CA 91730",(909)989-9396,34.1020883,-117.6081628
060327000413,Bear Mountain Elementary,Public,Arvin Union,Elementary,"737 Bear Mountain Blvd., Arvin, CA 93203",(661)854-6590,35.2088264,-118.8319601
064233006925,Bear River,Public,Wheatland,"Elementary,Middle","100 Wheatland Park Dr., Wheatland, CA 95692",(530)633-3135,39.0090914,-121.4354964
062688008918,Bear River High,Public,Nevada Joint Union High,High,"11130 Magnolia Rd., Grass Valley, CA 95949",(530)268-3700,39.0476715,-121.0751611
060207014292,Bear Valley Elementary,Public,Alpine County Unified,"Elementary,Middle","43 Hawkside Dr., Markleeville, CA 96120",(530)694-2230,38.7663545,-119.8088462
062580009582,Bear Valley Elementary,Public,Moreno Valley Unified,Elementary,"26125 Fir Ave., Moreno Valley, CA 92553",(951)571-4520,33.9346048,-117.2074486
061288011128,Bear Valley Middle,Public,Escondido Union,Middle,"3003 Bear Valley Pkwy., Escondido, CA 92025",(760)432-4060,33.0841422,-117.0575346
061152001283,Beardslee Dual Language Immersion Academy (PK-8),Public,Duarte Unified,"Elementary,Middle","1620 Huntington Dr., Duarte, CA 91010",(626)599-5200,34.1393728,-117.9702007
060426008797,Beardsley Elementary,Public,Beardsley Elementary,Elementary,"1001 Roberts Ln., Bakersfield, CA 93308",(661)392-1417,35.4080642,-119.0393245
060426000385,Beardsley Junior High,Public,Beardsley Elementary,Middle,"1001 Roberts Ln., Bakersfield, CA 93308",(661)392-9254,35.4080642,-119.0393245
063207011101,Beattie Middle,Public,Redlands Unified,Middle,"7800 Orange St., Highland, CA 92346",(909)307-2400,34.1110429,-117.1831309
064119006813,Beaumont Elementary,Public,Vista Unified,Elementary,"1234 Arcadia Ave., Vista, CA 92084",(760)726-4040,33.2259398,-117.222359
060429014610,Beaumont Middle College High,Public,Beaumont Unified,High,"3144 West Westward Ave., Banning, CA 92223",(951)845-1631,33.9166566,-116.9110079
060429000386,Beaumont Senior High,Public,Beaumont Unified,High,"PO Box 187, Beaumont, CA 92223",(951)845-3171,33.9334088,-116.9734685
060429013598,Beaumont USD Preschool,Public,Beaumont Unified,,"PO Box 187, Beaumont, CA 92223",(951)845-1631,33.9334088,-116.9734685
062271002842,Beckford Charter for Enriched Studies,Public,Los Angeles Unified,Elementary,"19130 Tulsa St., Northridge, CA 91326",(818)360-1924,34.2677526,-118.5488791
062223009896,Beckman Elementary,Public,Lodi Unified,Elementary,"2201 Scarborough Dr., Lodi, CA 95240",(209)331-7410,38.1040873,-121.2827493
063117007825,Beckwourth (Jim) High (Continuation),Public,Plumas Unified,High,"155 Sixth Ave., Portola, CA 96122",(530)832-4284,39.8016774,-120.466103
061392011837,Beech Avenue Elementary,Public,Fontana Unified,Elementary,"9206 Beech Ave., Fontana, CA 92335",(909)357-5060,34.0863491,-117.4719266
061473008241,Beechwood Elementary,Public,Fullerton Elementary,"Elementary,Middle","780 Beechwood Ave., Fullerton, CA 92835",(714)447-2850,33.9012311,-117.9149106
062271002843,Beethoven Street Elementary,Public,Los Angeles Unified,Elementary,"3711 Beethoven St., Los Angeles, CA 90066",(310)398-6286,34.0020361,-118.4432989
062637003936,Bel Air Elementary,Public,Mt. Diablo Unified,Elementary,"663 Canal Rd., Bay Point, CA 94565",(925)458-2606,38.02011770000001,-121.9374684
063216004975,Bel Aire Elementary,Public,Reed Union Elementary,Elementary,"277 Karen Way, Tiburon, CA 94920",(415)388-7100,37.903143,-122.4964155
062664004012,Bel Aire Park Elementary,Public,Napa Valley Unified,Elementary,"3580 Beckworth Dr., Napa, CA 94558",(707)253-3775,38.3264808,-122.3061477
063324005165,Bell Avenue Elementary,Public,Robla Elementary,Elementary,"1900 Bell Ave., Sacramento, CA 95838",(916)922-0202,38.6470255,-121.42106
062547003789,Bell Gardens Elementary,Public,Montebello Unified,Elementary,"5620 Quinn St., Bell Gardens, CA 90201",(562)927-1223,33.9588679,-118.1682199
062547003790,Bell Gardens High,Public,Montebello Unified,High,"6119 Agra St., Bell Gardens, CA 90201",(323)826-5151,33.97638620000001,-118.1526968
062547003791,Bell Gardens Intermediate,Public,Montebello Unified,Middle,"5841 Live Oak St., Bell Gardens, CA 90201",(562)927-1319,33.9655778,-118.161588
061578013165,Bell Hill Academy,Public,Grass Valley Elementary,Elementary,"342 South School St., Grass Valley, CA 95945",(530)273-2281,39.2155333,-121.0675103
063432005419,Bell Middle,Public,San Diego Unified,Middle,"620 Briarwood Rd., San Diego, CA 92139",(619)430-1000,32.6893066,-117.0413079
062454010582,Bell Mountain Middle,Public,Menifee Union,Middle,"28525 La Piedra Dr., Menifee, CA 92584",(951)301-8496,33.6752675,-117.1622556
062271002844,Bell Senior High,Public,Los Angeles Unified,High,"4328 Bell Ave., Bell, CA 90201",(323)832-4700,33.9740055,-118.1899272
060173713667,Bella Mente Montessori Academy,Public,Bella Mente Montessori Academy District,"Elementary,Middle","1737 West Vista Way, Vista, CA 92083",(760)621-8948,33.1896077,-117.2784273
063513013980,Bella Vista Elementary,Public,San Ramon Valley Unified,Elementary,"1050 Trumpet Vine Ln., San Ramon, CA 94582",(925)659-5900,37.7521714,-121.9186026
062805004241,Bella Vista Elementary,Public,Oakland Unified,Elementary,"1025 East 28th St., Oakland, CA 94610",(510)879-2102,37.800297,-122.2372741
062955004565,Bella Vista Elementary,Public,Palm Springs Unified,Elementary,"65750 Avenida Jalisco, Desert Hot Springs, CA 92240",(760)251-7244,33.9809403,-116.5146771
